ID1	ID2	MeSH Tree Number 1	MeSH Tree Number 2
D054068	D012877	C23.888.885.437	C23.888.885
D054068	D000090122	C17.800.862.406.500	C17.800.862.406
D054068	D016491	C14.907.617.625	C14.907.617
D054069	D000592	C18.452.648.100.614	C18.452.648.100
D054069	D000592	C16.320.565.100.614	C16.320.565.100
D054069	D028361	C18.452.660.612	C18.452.660
D054070	D020246	C14.907.355.830.925.462	C14.907.355.830.925
D054070	D014689	C14.907.952.880	C14.907.952
D054078	D020739	C16.320.565.189.593	C16.320.565.189
D054078	D020739	C10.228.140.163.100.593	C10.228.140.163.100
D054078	D018901	C18.452.648.663.430	C18.452.648.663
D054078	D006942	C20.683.460.319	C20.683.460
D054078	D020739	C18.452.132.100.593	C18.452.132.100
D054078	D006942	C15.378.147.542.319	C15.378.147.542
D054078	D056660	C16.320.382.750	C16.320.382
D054078	D018901	C16.320.565.663.430	C16.320.565.663
D054078	D020739	C18.452.648.189.593	C18.452.648.189
D054079	D018376	C16.131.240.850	C16.131.240
D054079	D018376	C14.240.850	C14.240
D054080	D002538	C14.907.253.560.400.500	C14.907.253.560.400
D054080	D002538	C16.131.240.850.750.295.500	C16.131.240.850.750.295
D054080	D002538	C14.907.150.295.500	C14.907.150.295
D054080	D002538	C16.131.666.190.500.500	C16.131.666.190.500
D054080	D002538	C10.228.140.300.520.500	C10.228.140.300.520
D054080	D002538	C14.240.850.875.500.500	C14.240.850.875.500
D054080	D002538	C10.500.190.500.500	C10.500.190.500
D054080	D002538	C16.131.240.850.875.500.500	C16.131.240.850.875.500
D054080	D002538	C14.240.850.750.295.500	C14.240.850.750.295
D054081	D054220	C16.131.666.507.450	C16.131.666.507
D054081	D054220	C10.500.507.450	C10.500.507
D054082	D054081	C16.131.666.507.450.499	C16.131.666.507.450
D054082	D054081	C10.500.507.450.499	C10.500.507.450
D054083	D006330	C16.131.240.400.422	C16.131.240.400
D054083	D006330	C14.240.400.422	C14.240.400
D054084	D003330	C16.131.240.400.210.500	C16.131.240.400.210
D054084	D003330	C14.240.400.210.500	C14.240.400.210
D054084	D003330	C14.280.400.210.500	C14.280.400.210
D054091	D054081	C16.131.666.507.450.750	C16.131.666.507.450
D054091	D054081	C10.500.507.450.750	C10.500.507.450
D054092	D006344	C16.131.240.400.560.375.258	C16.131.240.400.560.375
D054092	D006344	C14.240.400.560.375.258	C14.240.400.560.375
D054092	D006344	C14.280.400.560.375.258	C14.280.400.560.375
D054098	D013921	C15.378.243.937.850	C15.378.243.937
D054098	D007232	C16.614.899	C16.614
D054098	D013921	C15.378.140.855.850	C15.378.140.855
D054119	D017880	C16.131.621.585.174	C16.131.621.585
D054119	D017880	C05.660.585.174	C05.660.585
D054138	D001146	C14.280.067.093.500	C14.280.067.093
D054138	D001146	C23.550.073.093.500	C23.550.073.093
D054139	D013610	C14.280.123.875.787	C14.280.123.875
D054139	D013610	C23.550.073.845.787	C23.550.073.845
D054139	D013610	C14.280.067.845.787	C14.280.067.845
D054141	D001145	C14.280.067.961	C14.280.067
D054141	D001145	C23.550.073.961	C23.550.073
D054143	D006333	C14.280.434.676	C14.280.434
D054144	D006333	C14.280.434.611	C14.280.434
D054160	D006337	C23.888.447.500	C23.888.447
D054179	D000799	C14.907.079.500	C14.907.079
D054179	D000081208	C20.673.795.500.500	C20.673.795.500
D054179	D000799	C20.543.480.904.066.500	C20.543.480.904.066
D054179	D000799	C17.800.862.945.066.500	C17.800.862.945.066
D054179	D000081208	C16.320.798.500.500	C16.320.798.500
D054198	D007945	C15.378.508.428.600	C15.378.508.428
D054198	D007945	C04.557.337.428.600	C04.557.337.428
D054198	D007945	C20.683.515.528.600	C20.683.515.528
D054198	D007945	C15.604.515.560.600	C15.604.515.560
D054218	D054198	C15.604.515.560.600.620	C15.604.515.560.600
D054218	D054198	C20.683.515.528.600.620	C20.683.515.528.600
D054218	D054198	C04.557.337.428.600.620	C04.557.337.428.600
D054218	D054198	C15.378.508.428.600.620	C15.378.508.428.600
D054219	D009370	C04.557.595	C04.557
D054220	D009421	C16.131.666.507	C16.131.666
D054220	D009421	C10.500.507	C10.500
D054221	D054081	C10.500.507.450.230	C10.500.507.450
D054221	D038901	C16.320.322.500.186	C16.320.322.500
D054221	D054082	C10.500.507.450.499.230	C10.500.507.450.499
D054221	D054082	C16.131.666.507.450.499.230	C16.131.666.507.450.499
D054221	D054081	C16.131.666.507.450.230	C16.131.666.507.450
D054222	D054082	C16.131.666.507.450.499.249	C16.131.666.507.450.499
D054222	D054081	C16.131.666.507.450.249	C16.131.666.507.450
D054222	D054082	C10.500.507.450.499.249	C10.500.507.450.499
D054243	D018353	C01.925.782.580.830.825	C01.925.782.580.830
D054243	D013280	C07.465.864.968	C07.465.864
D054243	D000820	C22.952	C22
D054312	D009165	C01.150.252.410.040.552.475.247	C01.150.252.410.040.552.475
D054312	D012883	C17.800.893.295	C17.800.893
D054318	D007511	C23.550.513.677	C23.550.513
D054319	D003711	C10.314.475	C10.314
D054319	D001928	C10.228.140.163.510	C10.228.140.163
D054331	D007248	C12.100.750.700.754	C12.100.750.700
D054331	D007248	C12.200.294.430.754	C12.200.294.430
D054331	D007248	C12.100.500.430.754	C12.100.500.430
D054363	D054364	C04.557.450.565.590.797.750	C04.557.450.565.590.797
D054363	D010997	C04.588.894.797.640.800	C04.588.894.797.640
D054364	D018218	C04.557.450.565.590.797	C04.557.450.565.590
D054391	D016399	C04.557.386.480.750.199	C04.557.386.480.750
D054403	D015463	C15.604.515.560.550.745	C15.604.515.560.550
D054403	D015448	C20.683.515.528.080.562	C20.683.515.528.080
D054403	D015448	C15.378.508.428.080.562	C15.378.508.428.080
D054403	D015448	C04.557.337.428.080.562	C04.557.337.428.080
D054403	D015463	C15.378.508.428.565.745	C15.378.508.428.565
D054403	D015463	C20.683.515.528.565.745	C20.683.515.528.565
D054403	D015448	C15.604.515.560.080.562	C15.604.515.560.080
D054403	D015463	C04.557.337.428.565.745	C04.557.337.428.565
D054429	D054437	C15.378.190.615.520	C15.378.190.615
D054429	D007951	C15.378.508.539.525	C15.378.508.539
D054429	D007951	C04.557.337.539.525	C04.557.337.539
D054437	D001855	C15.378.190.615	C15.378.190
D054438	D007951	C15.378.508.539.300	C15.378.508.539
D054438	D007951	C04.557.337.539.300	C04.557.337.539
D054438	D054437	C15.378.190.615.500	C15.378.190.615
D054438	D002908	C23.550.291.500.493	C23.550.291.500
D054446	D016410	C15.604.515.569.480.750.800.507	C15.604.515.569.480.750.800
D054446	D016410	C04.557.386.480.750.800.507	C04.557.386.480.750.800
D054446	D016410	C20.683.515.761.480.750.800.507	C20.683.515.761.480.750.800
D054463	D012868	C16.131.831.874	C16.131.831
D054463	D012868	C17.800.804.874	C17.800.804
D054463	D012873	C17.800.827.895	C17.800.827
D054463	D012873	C16.320.850.895	C16.320.850
D054463	D000015	C16.131.077.899	C16.131.077
D054506	D017486	C17.800.030.575	C17.800.030
D054508	D011832	C26.733.188	C26.733
D054514	D005124	C11.250.616	C11.250
D054514	D005124	C16.131.384.725	C16.131.384
D054515	D014847	C12.050.351.500.944.902.368	C12.050.351.500.944.902
D054515	D014847	C12.100.250.944.902.368	C12.100.250.944.902
D054517	D009916	C11.675.387	C11.675
D054517	D002481	C17.300.185.500	C17.300.185
D054537	D006327	C14.280.123.500.230	C14.280.123.500
D054537	D006327	C23.550.073.425.062	C23.550.073.425
D054537	D006327	C14.280.067.558.230	C14.280.067.558
D054546	D002819	C10.228.662.262.249.937	C10.228.662.262.249
D054546	D020271	C16.320.400.550	C16.320.400
D054549	D009202	C14.280.238.906	C14.280.238
D054549	D018487	C14.280.945.900.500	C14.280.945.900
D054556	D013923	C14.907.355.590.700	C14.907.355.590
D054559	D010760	C18.452.750.199	C18.452.750
D054685	D016393	C15.604.515.569.480.150.592	C15.604.515.569.480.150
D054685	D016393	C04.557.386.480.150.592	C04.557.386.480.150
D054685	D016393	C20.683.515.761.480.150.592	C20.683.515.761.480.150
D054705	D034801	C04.557.450.565.465.249.500	C04.557.450.565.465.249
D054705	D034701	C20.762.750.563.500	C20.762.750.563
D054705	D034701	C04.588.805.309.500	C04.588.805.309
D054705	D034701	C04.557.450.565.465.500.500	C04.557.450.565.465.500
D054705	D034701	C17.800.882.356.500	C17.800.882.356
D054705	D034801	C20.762.750.469.500	C20.762.750.469
D054739	D015620	C15.604.250.390.199	C15.604.250.390
D054739	D015620	C04.557.227.199	C04.557.227
D054740	D015620	C04.557.227.190	C04.557.227
D054740	D015620	C15.604.250.390.190	C15.604.250.390
D054747	D015620	C04.557.227.380	C04.557.227
D054747	D015620	C15.604.250.390.380	C15.604.250.390
D054752	D015620	C04.557.227.500	C04.557.227
D054752	D015620	C15.604.250.390.500	C15.604.250.390
D054850	D005096	C05.116.540.310.800	C05.116.540.310
D054853	D014657	C14.907.940.530	C14.907.940
D054853	D017445	C17.800.862.457	C17.800.862
D054853	D001157	C14.907.137.520	C14.907.137
D054868	D025063	C16.131.260.440	C16.131.260
D054868	D013921	C15.378.243.937.440	C15.378.243.937
D054868	D013921	C15.378.140.855.440	C15.378.140.855
D054868	D025063	C16.320.180.440	C16.320.180
D054877	D025063	C16.131.260.985	C16.131.260
D054877	D025063	C16.320.180.985	C16.320.180
D054877	D000015	C16.131.077.944	C16.131.077
D054880	D016464	C16.320.565.595.100	C16.320.565.595
D054880	D016464	C18.452.648.595.100	C18.452.648.595
D054882	D043202	C16.320.565.925.324	C16.320.565.925
D054882	D013580	C05.660.906.181	C05.660.906
D054882	D013580	C16.131.621.906.181	C16.131.621.906
D054882	D013580	C05.116.099.370.894.115	C05.116.099.370.894
D054882	D043202	C18.452.648.925.324	C18.452.648.925
D054908	D018088	C01.150.252.410.040.552.846.775.500	C01.150.252.410.040.552.846.775
D054969	D001342	C10.177.575	C10.177
D054970	D054969	C10.177.575.650	C10.177.575
D054971	D009461	C23.888.592.610	C23.888.592
D054971	D054969	C10.177.575.600	C10.177.575
D054972	D054971	C10.177.575.600.625	C10.177.575.600
D054973	D018204	C04.557.450.692	C04.557.450
D054975	D017689	C05.660.585.600.374	C05.660.585.600
D054975	D007029	C10.551.240.250.700.500.249	C10.551.240.250.700.500
D054975	D007029	C04.588.614.250.195.885.500.299	C04.588.614.250.195.885.500
D054975	D000015	C16.131.077.690	C16.131.077
D054975	D007029	C10.228.140.211.885.500.299	C10.228.140.211.885.500
D054975	D006222	C04.445.622	C04.445
D054975	D017689	C16.131.621.585.600.374	C16.131.621.585.600
D054975	D007029	C10.228.140.617.477.299	C10.228.140.617.477
D054988	D054990	C08.381.483.652.500.750	C08.381.483.652.500
D054989	D005355	C23.550.355.550	C23.550.355
D054989	D012871	C17.800.553	C17.800
D054990	D011658	C08.381.483.652.500	C08.381.483.652
D055008	D011009	C08.381.520.702.062	C08.381.520.702
D055008	D011009	C08.381.483.581.062	C08.381.483.581
D055009	D013122	C05.116.900.938	C05.116.900
D055010	D013122	C05.116.900.596	C05.116.900
D055013	D025241	C05.550.114.865.399	C05.550.114.865
D055013	D025241	C05.116.900.853.625.399	C05.116.900.853.625
D055013	D010003	C05.550.114.606.750	C05.550.114.606
D055013	D010003	C05.799.613.750	C05.799.613
D055031	D015427	C23.550.767.877.750	C23.550.767.877
D055031	D015427	C14.907.725.675	C14.907.725
D055034	D001847	C05.116.821	C05.116
D055035	D055034	C05.116.821.500	C05.116.821
D055035	D013122	C05.116.900.808	C05.116.900
D055036	D009139	C05.660.142	C05.660
D055036	D009139	C16.131.621.142	C16.131.621
D055089	D014133	C08.907.796	C08.907
D055089	D001982	C08.127.719	C08.127
D055089	D002357	C17.300.182.895	C17.300.182
D055089	D002357	C05.182.895	C05.182
D055089	D009139	C16.131.621.953	C16.131.621
D055090	D055089	C17.300.182.895.500	C17.300.182.895
D055090	D055089	C16.131.621.953.500	C16.131.621.953
D055090	D055089	C08.907.796.500	C08.907.796
D055090	D055089	C05.182.895.500	C05.182.895
D055091	D055089	C08.127.719.500	C08.127.719
D055091	D055089	C05.182.895.249	C05.182.895
D055091	D055089	C16.131.621.953.249	C16.131.621.953
D055091	D055089	C17.300.182.895.249	C17.300.182.895
D055092	D002357	C17.300.182.310	C17.300.182
D055092	D007818	C08.360.563	C08.360
D055092	D002357	C05.182.310	C05.182
D055092	D007818	C09.400.563	C09.400
D055092	D009139	C16.131.621.568	C16.131.621
D055093	D010510	C07.465.714.354	C07.465.714
D055111	D011183	C23.550.767.225	C23.550.767
D055111	D001416	C23.888.592.612.107.200	C23.888.592.612.107
D055112	D014591	C12.100.250.852.544	C12.100.250.852
D055112	D014591	C12.050.351.500.852.544	C12.050.351.500.852
D055113	D010518	C07.465.714.533.324	C07.465.714.533
D055113	D002908	C23.550.291.500.313	C23.550.291.500
D055154	D014832	C08.360.940.325	C08.360.940
D055154	D014832	C10.597.975.325	C10.597.975
D055154	D014832	C09.400.940.325	C09.400.940
D055154	D014832	C23.888.592.979.325	C23.888.592.979
D055191	D011183	C23.550.767.137	C23.550.767
D055331	D018193	C04.557.435.108	C04.557.435
D055370	D008171	C08.381.520	C08.381
D055370	D013898	C26.891.554	C26.891
D055371	D055370	C08.381.520.500	C08.381.520
D055397	D055370	C08.381.520.750	C08.381.520
D055496	D003109	C06.405.469.158.272.804	C06.405.469.158.272
D055499	D007239	C01.195	C01
D055501	D008232	C20.683.515.800	C20.683.515
D055534	D020271	C10.574.500.175	C10.574.500
D055534	D009134	C10.228.854.468.399	C10.228.854.468
D055534	D020271	C16.320.400.100	C16.320.400
D055534	D009134	C10.668.467.500.186	C10.668.467.500
D055534	D040181	C16.320.322.076	C16.320.322
D055534	D009134	C10.574.562.500.374	C10.574.562.500
D055535	D012871	C17.800.518	C17.800
D055538	D013789	C15.378.420.826.200	C15.378.420.826
D055538	D013789	C16.320.365.826.575	C16.320.365.826
D055538	D013789	C15.378.050.141.150.875.575	C15.378.050.141.150.875
D055538	D013789	C16.320.070.875.575	C16.320.070.875
D055577	D013106	C16.320.565.189.435.825.250	C16.320.565.189.435.825
D055577	D013106	C18.452.648.189.435.825.250	C18.452.648.189.435.825
D055577	D013106	C16.320.565.398.641.803.325	C16.320.565.398.641.803
D055577	D013106	C18.452.132.100.435.825.250	C18.452.132.100.435.825
D055577	D013106	C18.452.648.398.641.803.325	C18.452.648.398.641.803
D055577	D013106	C10.228.140.163.100.435.825.250	C10.228.140.163.100.435.825
D055577	D013106	C18.452.584.563.641.803.325	C18.452.584.563.641.803
D055577	D013106	C16.320.565.595.554.825.250	C16.320.565.595.554.825
D055577	D013106	C18.452.648.595.554.825.250	C18.452.648.595.554.825
D055589	D010195	C06.689.750.860	C06.689.750
D055613	D008175	C04.588.894.797.520.237	C04.588.894.797.520
D055613	D008175	C08.381.540.148	C08.381.540
D055613	D008175	C08.785.520.148	C08.785.520
D055622	D009220	C05.651.594.728	C05.651.594
D055622	D009916	C11.675.426	C11.675
D055622	D009220	C10.668.491.562.537	C10.668.491.562
D055623	D011230	C04.834.450	C04.834
D055623	D007642	C17.800.428.570	C17.800.428
D055652	D025861	C16.320.099.417	C16.320.099
D055652	D001791	C15.378.140.427	C15.378.140
D055653	D055847	C16.320.700.250.500.500	C16.320.700.250.500
D055653	D012873	C17.800.827.610	C17.800.827
D055653	D055847	C04.700.250.500.500	C04.700.250.500
D055653	D012626	C17.800.882.712.500	C17.800.882.712
D055653	D012626	C17.800.794.712.500	C17.800.794.712
D055653	D012626	C04.588.805.578.500	C04.588.805.578
D055665	D011693	C23.550.414.950.230	C23.550.414.950
D055665	D011693	C15.378.100.802.230	C15.378.100.802
D055665	D011693	C23.888.885.687.230	C23.888.885.687
D055673	D061085	C10.500.034.500	C10.500.034
D055673	D061085	C16.131.666.034.500	C16.131.666.034
D055677	D044342	C18.654.521.687	C18.654.521
D055728	D009196	C15.378.190.636.765	C15.378.190.636
D055732	D008172	C01.150.703.534.850	C01.150.703.534
D055732	D008172	C08.381.472.850	C08.381.472
D055732	D001228	C01.150.703.080.768	C01.150.703.080
D055744	D055732	C01.150.703.080.768.750	C01.150.703.080.768
D055744	D055732	C01.150.703.534.850.750	C01.150.703.534.850
D055744	D000072742	C01.150.703.492.688	C01.150.703.492
D055744	D055732	C08.381.472.850.750	C08.381.472.850
D055752	D002283	C08.785.520.100.220.750	C08.785.520.100.220
D055752	D002283	C04.588.894.797.520.109.220.624	C04.588.894.797.520.109.220
D055752	D002283	C08.381.540.140.750	C08.381.540.140
D055756	D008577	C04.588.614.250.580.150	C04.588.614.250.580
D055756	D008577	C10.551.240.500.150	C10.551.240.500
D055761	D014777	C01.925.744	C01.925
D055761	D001715	C22.131.780	C22.131
D055847	D003123	C16.320.700.250.500	C16.320.700.250
D055847	D003123	C04.700.250.500	C04.700.250
D055882	D009506	C04.557.665.560.580	C04.557.665.560
D055947	D030342	C16.320.510	C16.320
D055947	D000015	C16.131.077.537	C16.131.077
D055947	D001014	C14.907.055.239.587	C14.907.055.239
D055947	D019465	C05.660.207.532	C05.660.207
D055947	D001014	C14.907.109.139.587	C14.907.109.139
D055948	D009133	C10.597.613.612.500	C10.597.613.612
D055948	D009133	C23.300.070.500.500	C23.300.070.500
D055948	D009133	C23.888.592.608.612.500	C23.888.592.608.612
D055949	D007744	C12.050.703.420.952	C12.050.703.420
D055952	D000160	C10.292.910.299	C10.292.910
D055952	D005128	C11.180	C11
D055952	D014657	C14.907.940.320	C14.907.940
D055953	D059345	C10.228.140.300.275.600	C10.228.140.300.275
D055953	D059345	C14.907.253.329.600	C14.907.253.329
D055953	D056648	C17.800.862.105.750	C17.800.862.105
D055953	D056648	C20.111.193.750	C20.111.193
D055953	D056648	C14.907.940.897.249.500	C14.907.940.897.249
D055954	D011183	C23.550.767.093	C23.550.767
D055954	D005132	C11.300.250	C11.300
D055954	D003316	C11.204.278	C11.204
D055954	D005132	C23.888.307.250	C23.888.307
D055955	D002561	C10.228.140.300.787	C10.228.140.300
D055955	D015356	C11.768.400.500	C11.768.400
D055955	D009461	C10.597.825	C10.597
D055955	D015356	C14.907.137.780.500	C14.907.137.780
D055955	D005132	C23.888.307.750	C23.888.307
D055955	D004427	C09.218.855	C09.218
D055955	D014786	C11.966.858	C11.966
D055955	D009461	C23.888.592.848	C23.888.592
D055956	D024801	C10.574.945.374	C10.574.945
D055956	D003704	C10.228.140.380.254	C10.228.140.380
D055958	D020426	C10.668.829.500.675.399	C10.668.829.500.675
D055958	D009437	C10.668.829.600.675	C10.668.829.600
D055958	D017699	C23.888.592.612.944.750	C23.888.592.612.944
D055958	D009408	C10.668.829.550.500	C10.668.829.550
D055958	D009437	C23.888.592.612.664.675	C23.888.592.612.664
D055959	D013122	C05.116.900.153	C05.116.900
D055963	D001249	C08.127.108.054	C08.127.108
D055963	D004342	C25.100.468.189	C25.100.468
D055963	D001249	C08.674.095.054	C08.674.095
D055963	D006969	C20.543.480.149	C20.543.480
D055964	D001072	C10.597.606.881.350.099	C10.597.606.881.350
D055964	D001072	C23.888.592.604.882.350.099	C23.888.592.604.882.350
D055985	D014376	C01.150.252.410.040.552.846.122	C01.150.252.410.040.552.846
D055985	D000085343	C01.550.500	C01.550
D056005	D007918	C01.150.252.410.040.552.475.371.850	C01.150.252.410.040.552.475.371
D056006	D007918	C01.150.252.410.040.552.475.371.775	C01.150.252.410.040.552.475.371
D056104	D000071956	C26.891.375.750.500	C26.891.375.750
D056104	D001145	C14.280.067.441	C14.280.067
D056104	D000071956	C26.974.250.875.500	C26.974.250.875
D056124	D006261	C23.888.592.612.441.500	C23.888.592.612.441
D056124	D011183	C23.550.767.884	C23.550.767
D056128	D009765	C23.888.144.699.500.063	C23.888.144.699.500
D056128	D009765	C18.654.726.750.500.615	C18.654.726.750.500
D056146	D002102	C23.550.260.224.200	C23.550.260.224
D056146	D014950	C26.986.111	C26.986
D056150	D003875	C25.100.468.380.174	C25.100.468.380
D056150	D003875	C17.800.174.600.174	C17.800.174.600
D056150	D006968	C20.543.418.075	C20.543.418
D056151	D020763	C23.300.017	C23.300
D056266	D004890	C17.800.229.606	C17.800.229
D056266	D012873	C17.800.827.337	C17.800.827
D056266	D012873	C16.320.850.337	C16.320.850
D056266	D007642	C17.800.428.304	C17.800.428
D056267	D009182	C04.557.386.480.750.800.550.600	C04.557.386.480.750.800.550
D056267	D009182	C15.604.515.569.480.750.800.550.600	C15.604.515.569.480.750.800.550
D056267	D009182	C20.683.515.761.480.750.800.550.600	C20.683.515.761.480.750.800.550
D056304	D001847	C05.116.482	C05.116
D056305	D001847	C05.116.511	C05.116
D056364	D020863	C10.500.142.200	C10.500.142
D056364	D020863	C10.551.240.375.200	C10.551.240.375
D056364	D020863	C04.588.614.250.387.200	C04.588.614.250.387
D056364	D003560	C04.182.199	C04.182
D056364	D020863	C16.131.666.142.200	C16.131.666.142
D056486	D008107	C06.552.100	C06.552
D056486	D064420	C25.100.562	C25.100
D056486	D011041	C25.723.260	C25.723
D056487	D056486	C06.552.100.200	C06.552.100
D056487	D056486	C25.723.260.200	C25.723.260
D056487	D002908	C23.550.291.500.266	C23.550.291.500
D056487	D056486	C25.100.562.200	C25.100.562
D056586	D000755	C16.320.070.150.219	C16.320.070.150
D056586	D012120	C08.618.009	C08.618
D056586	D008171	C08.381.074	C08.381
D056586	D000755	C15.378.050.141.150.150.219	C15.378.050.141.150.150
D056586	D000755	C15.378.420.155.219	C15.378.420.155
D056586	D000755	C16.320.365.155.219	C16.320.365.155
D056587	D000094482	C20.543.480.904.533.500.500	C20.543.480.904.533.500
D056587	D000096703	C17.800.862.945.766.500	C17.800.862.945.766
D056587	D000094482	C23.550.291.500.360.500.500	C23.550.291.500.360.500
D056587	D000094482	C17.800.862.945.533.500.500	C17.800.862.945.533.500
D056587	D056660	C17.800.827.368.500	C17.800.827.368
D056587	D000096703	C20.543.480.904.766.500	C20.543.480.904.766
D056587	D056660	C16.320.382.500	C16.320.382
D056627	D005355	C23.550.355.625	C23.550.355
D056627	D010532	C06.844.610	C06.844
D056647	D014657	C14.907.940.897	C14.907.940
D056648	D017445	C17.800.862.105	C17.800.862
D056648	D056647	C14.907.940.897.249	C14.907.940.897
D056648	D001327	C20.111.193	C20.111
D056650	D014845	C12.100.250.944.951	C12.100.250.944
D056650	D014845	C12.050.351.500.944.951	C12.050.351.500.944
D056653	D001172	C05.550.114.154.728	C05.550.114.154
D056653	D001172	C20.111.199.581	C20.111.199
D056653	D001172	C17.300.775.099.728	C17.300.775.099
D056653	D056647	C14.907.940.897.750	C14.907.940.897
D056653	D001172	C05.799.114.728	C05.799.114
D056660	D012873	C17.800.827.368	C17.800.827
D056660	D030342	C16.320.382	C16.320
D056684	D009264	C23.300.820.500	C23.300.820
D056684	D030342	C16.320.962	C16.320
D056684	D010859	C17.800.621.968	C17.800.621
D056684	D009260	C17.800.529.819	C17.800.529
D056685	D000015	C16.131.077.256	C16.131.077
D056685	D030342	C16.320.188	C16.320
D056685	D019465	C05.660.207.219	C05.660.207
D056693	D000592	C18.452.648.100.823	C18.452.648.100
D056693	D000592	C16.320.565.100.823	C16.320.565.100
D056725	D014842	C15.378.100.141.900.100	C15.378.100.141.900
D056725	D014842	C16.320.099.920.100	C16.320.099.920
D056725	D014842	C15.378.100.100.900.100	C15.378.100.100.900
D056725	D014842	C15.378.463.920.100	C15.378.463.920
D056728	D014842	C16.320.099.920.200	C16.320.099.920
D056728	D014842	C15.378.100.100.900.200	C15.378.100.100.900
D056728	D014842	C15.378.463.920.200	C15.378.463.920
D056728	D014842	C15.378.100.141.900.200	C15.378.100.141.900
D056729	D014842	C16.320.099.920.300	C16.320.099.920
D056729	D014842	C15.378.463.920.300	C15.378.463.920
D056729	D014842	C15.378.100.141.900.300	C15.378.100.141.900
D056729	D014842	C15.378.100.100.900.300	C15.378.100.100.900
D056730	D019465	C05.660.207.925	C05.660.207
D056730	D000015	C16.131.077.855	C16.131.077
D056730	D025063	C16.131.260.870	C16.131.260
D056730	D004392	C16.320.240.937	C16.320.240
D056730	D025063	C16.320.180.870	C16.320.180
D056730	D000096803	C16.320.447.750	C16.320.447
D056731	D003920	C19.246.537	C19.246
D056731	D030342	C16.320.215	C16.320
D056731	D019465	C05.660.207.325	C05.660.207
D056731	D000015	C16.131.077.313	C16.131.077
D056731	D003920	C18.452.394.750.654	C18.452.394.750
D056732	D012873	C16.320.850.746	C16.320.850
D056732	D000592	C16.320.565.100.794	C16.320.565.100
D056732	D000015	C16.131.077.735	C16.131.077
D056732	D012868	C16.131.831.720	C16.131.831
D056733	D000015	C16.131.077.229	C16.131.077
D056733	D006338	C04.588.894.309.500	C04.588.894.309
D056733	D006338	C14.280.459.500	C14.280.459
D056733	D009232	C04.557.450.565.550.312	C04.557.450.565.550
D056733	D012868	C16.131.831.108	C16.131.831
D056734	D012873	C16.320.850.647	C16.320.850
D056734	D000015	C16.131.077.592	C16.131.077
D056734	D006201	C17.800.329.984	C17.800.329
D056734	D012873	C17.800.827.602	C17.800.827
D056735	D008232	C15.604.515.138	C15.604.515
D056735	D030342	C16.320.089	C16.320
D056735	D001327	C20.111.288	C20.111
D056735	D008232	C20.683.515.124	C20.683.515
D056768	D015417	C16.131.666.300.490	C16.131.666.300
D056768	D010523	C10.668.829.325	C10.668.829
D056768	D015417	C10.574.500.495.490	C10.574.500.495
D056768	D015417	C10.668.829.800.300.490	C10.668.829.800.300
D056768	D015417	C10.500.300.490	C10.500.300
D056768	D015417	C16.320.400.375.490	C16.320.400.375
D056769	D015417	C16.131.666.300.099	C16.131.666.300
D056769	D015417	C10.500.300.099	C10.500.300
D056769	D015417	C10.574.500.495.099	C10.574.500.495
D056769	D000072661	C16.320.184.063	C16.320.184
D056769	D012174	C16.320.290.684.249	C16.320.290.684
D056769	D015417	C10.668.829.800.300.099	C10.668.829.800.300
D056769	D000072661	C16.131.077.245.063	C16.131.077.245
D056769	D012174	C11.270.684.249	C11.270.684
D056769	D015417	C16.320.400.375.099	C16.320.400.375
D056770	D016113	C16.614.492.400.705	C16.614.492.400
D056770	D012873	C16.320.850.673	C16.320.850
D056770	D000015	C16.131.077.619	C16.131.077
D056770	D016113	C16.131.831.512.400.705	C16.131.831.512.400
D056770	D016113	C17.800.428.333.250.705	C17.800.428.333.250
D056770	D012873	C17.800.827.655	C17.800.827
D056770	D016113	C17.800.804.512.400.705	C17.800.804.512.400
D056784	D001927	C10.228.140.695	C10.228.140
D056806	D020739	C18.452.132.100.937	C18.452.132.100
D056806	D020739	C18.452.648.189.937	C18.452.648.189
D056806	D000592	C18.452.648.100.940	C18.452.648.100
D056806	D020739	C10.228.140.163.100.937	C10.228.140.163.100
D056806	D020739	C16.320.565.189.937	C16.320.565.189
D056806	D000592	C16.320.565.100.940	C16.320.565.100
D056807	D056806	C16.320.565.189.937.124	C16.320.565.189.937
D056807	D056806	C18.452.132.100.937.124	C18.452.132.100.937
D056807	D056806	C18.452.648.189.937.124	C18.452.648.189.937
D056807	D056806	C16.320.565.100.940.124	C16.320.565.100.940
D056807	D056806	C18.452.648.100.940.124	C18.452.648.100.940
D056807	D056806	C10.228.140.163.100.937.124	C10.228.140.163.100.937
D056824	D020246	C14.907.355.830.925.885	C14.907.355.830.925
D056828	D054179	C17.800.862.945.066.500.500	C17.800.862.945.066.500
D056828	D054179	C20.543.480.904.066.500.500	C20.543.480.904.066.500
D056828	D054179	C14.907.079.500.500	C14.907.079.500
D056829	D054179	C20.543.480.904.066.500.750	C20.543.480.904.066.500
D056829	D054179	C17.800.862.945.066.500.750	C17.800.862.945.066.500
D056829	D054179	C14.907.079.500.750	C14.907.079.500
D056830	D006330	C14.280.400.660	C14.280.400
D056830	D000015	C16.131.077.477	C16.131.077
D056830	D006330	C14.240.400.660	C14.240.400
D056830	D040181	C16.320.322.370	C16.320.322
D056830	D004695	C14.280.238.281.500	C14.280.238.281
