ID1	ID2	MeSH Tree Number 1	MeSH Tree Number 2
D000097908	D000097910	C12.100.500.150.750	C12.100.500.150
D000097908	D000097910	C12.100.875.364.750	C12.100.875.364
D000097910	D005832	C12.100.500.150	C12.100.500
D000097910	D012735	C12.100.875.364	C12.100.875
D000097910	D005832	C12.200.294.150	C12.200.294
D000097942	D034381	C09.218.458.341.975	C09.218.458.341
D000097942	D034381	C10.597.751.418.341.975	C10.597.751.418.341
D000097942	D034381	C23.888.592.763.393.341.975	C23.888.592.763.393.341
D000126	D000137	C18.452.076.087	C18.452.076
D000126	D013272	C06.405.748.045	C06.405.748
D000130	D004392	C16.320.240.500	C16.320.240
D000130	D010009	C05.116.099.708.017	C05.116.099.708
D000130	D004392	C05.116.099.343.110	C05.116.099.343
D000137	D008659	C18.452.076	C18.452
D000138	D000137	C18.452.076.176	C18.452.076
D000140	D000138	C18.452.076.176.180	C18.452.076.176
D000141	D015499	C12.200.777.419.815.093	C12.200.777.419.815
D000141	D015499	C12.950.419.815.093	C12.950.419.815
D000141	D015499	C16.320.831.093	C16.320.831
D000141	D015499	C12.050.351.968.419.815.093	C12.050.351.968.419.815
D000141	D000138	C18.452.076.176.210	C18.452.076.176
D000142	D012131	C08.618.846.093	C08.618.846
D000142	D000138	C18.452.076.176.310	C18.452.076.176
D000151	D045828	C01.150.252.400.560.022	C01.150.252.400.560
D000152	D017486	C17.800.030.150	C17.800.030
D000152	D012625	C17.800.794.111	C17.800.794
D000153	D005499	C17.800.329.500.261	C17.800.329.500
D000153	D007627	C17.300.200.425.125	C17.300.200.425
D000153	D017486	C17.800.030.030	C17.800.030
D000160	D012181	C09.218.807.800	C09.218.807
D000160	D003389	C10.292.910	C10.292
D000163	D012897	C01.925.839.040	C01.925.839
D000163	D015658	C20.673.480.040	C20.673.480
D000163	D015658	C01.925.782.815.616.400.040	C01.925.782.815.616.400
D000163	D015658	C01.221.250.875.040	C01.221.250.875
D000163	D015658	C01.778.640.400.040	C01.778.640.400
D000163	D015658	C01.221.812.640.400.040	C01.221.812.640.400
D000163	D015658	C01.925.813.400.040	C01.925.813.400
D000163	D015658	C12.100.937.640.400.040	C12.100.937.640.400
D000168	D003398	C16.131.621.207.240.100	C16.131.621.207.240
D000168	D003398	C05.116.099.370.894.232.015	C05.116.099.370.894.232
D000168	D003398	C05.660.906.364.100	C05.660.906.364
D000168	D013576	C05.116.099.370.894.819.100	C05.116.099.370.894.819
D000168	D013576	C05.660.585.800.100	C05.660.585.800
D000168	D013576	C16.131.621.585.800.100	C16.131.621.585.800
D000168	D003398	C16.131.621.906.364.100	C16.131.621.906.364
D000168	D013576	C05.660.906.819.100	C05.660.906.819
D000168	D003398	C05.660.207.240.100	C05.660.207.240
D000168	D013576	C16.131.621.906.819.100	C16.131.621.906.819
D000169	D012868	C17.800.804.066	C17.800.804
D000169	D012868	C16.131.831.066	C16.131.831
D000169	D003872	C17.800.174.100	C17.800.174
D000170	D020262	C25.723.522.875.500.100	C25.723.522.875.500
D000170	D010523	C10.668.829.025	C10.668.829
D000170	D020262	C10.720.475.600.150	C10.720.475.600
D000172	D006964	C19.700.355.179	C19.700.355
D000172	D006964	C10.228.140.617.738.250.100	C10.228.140.617.738.250
D000172	D001849	C05.116.132.082	C05.116.132
D000182	D009384	C04.730.713.317	C04.730.713
D000187	D000820	C22.039	C22
D000187	D000189	C01.150.252.400.700.030.178	C01.150.252.400.700.030
D000189	D016871	C01.150.252.400.700.030	C01.150.252.400.700
D000193	D016908	C01.150.252.410.040	C01.150.252.410
D000196	D000193	C01.150.252.410.040.137	C01.150.252.410.040
D000197	D017192	C17.800.838.765.110	C17.800.838.765
D000197	D017192	C01.800.720.110	C01.800.720
D000197	D017192	C01.150.252.819.110	C01.150.252.819
D000197	D000196	C01.150.252.410.040.137.316	C01.150.252.410.040.137
D000208	D020969	C23.550.291.125	C23.550.291
D000210	D007249	C23.550.470.099	C23.550.470
D000219	D006327	C14.280.067.558.137	C14.280.067.558
D000219	D006327	C23.550.073.425.025	C23.550.073.425
D000219	D006327	C14.280.123.500.137	C14.280.123.500
D000224	D000309	C19.053.500.263	C19.053.500
D000224	D001327	C20.111.163	C20.111
D000230	D002277	C04.557.470.200.025	C04.557.470.200
D000231	D000230	C04.557.470.200.025.085	C04.557.470.200.025
D000232	D018225	C04.557.470.625.050	C04.557.470.625
D000232	D018225	C04.557.450.565.590.595.050	C04.557.450.565.590.595
D000235	D018193	C04.557.435.075	C04.557.435
D000236	D009375	C04.557.470.035	C04.557.470
D000237	D018358	C04.557.580.625.650.075	C04.557.580.625.650
D000237	D018358	C04.557.465.625.650.075	C04.557.465.625.650
D000237	D000236	C04.557.470.035.075	C04.557.470.035
D000238	D000236	C04.557.470.035.095	C04.557.470.035
D000238	D018358	C04.557.465.625.650.095	C04.557.465.625.650
D000238	D018358	C04.557.580.625.650.095	C04.557.580.625.650
D000239	D018358	C04.557.465.625.650.025	C04.557.465.625.650
D000239	D000236	C04.557.470.035.025	C04.557.470.035
D000239	D018358	C04.557.580.625.650.025	C04.557.580.625.650
D000257	D004266	C01.925.256.076	C01.925.256
D000258	D000257	C01.925.256.076.045	C01.925.256.076
D000267	D002921	C23.550.355.274.840	C23.550.355.274
D000270	D015845	C11.710.800.180	C11.710.800
D000270	D015840	C11.590.436.200	C11.590.436
D000270	D015840	C10.292.562.700.250	C10.292.562.700
D000270	D001342	C10.177.045	C10.177
D000274	D008068	C18.452.584.718.500	C18.452.584.718
D000274	D008068	C17.800.463.249	C17.800.463
D000291	D005831	C12.100.250.056	C12.100.250
D000291	D005831	C12.050.351.500.056	C12.050.351.500
D000292	D000291	C12.050.351.500.056.750	C12.050.351.500.056
D000292	D034161	C01.635.500	C01.635
D000292	D000291	C12.100.250.056.750	C12.100.250.056
D000303	D000307	C19.053.098	C19.053
D000306	D000310	C19.344.078.265	C19.344.078
D000306	D000310	C04.588.322.078.265	C04.588.322.078
D000306	D000303	C19.053.098.265	C19.053.098
D000306	D000310	C19.053.347.500	C19.053.347
D000307	D004700	C19.053	C19
D000308	D000307	C19.053.800	C19.053
D000309	D000307	C19.053.500	C19.053
D000310	D004701	C19.344.078	C19.344
D000310	D004701	C04.588.322.078	C04.588.322
D000310	D000307	C19.053.347	C19.053
D000312	D047808	C12.200.706.316.090.500	C12.200.706.316.090
D000312	D047808	C12.050.351.875.253.090.500	C12.050.351.875.253.090
D000312	D043202	C16.320.565.925.249	C16.320.565.925
D000312	D047808	C19.391.119.090.500	C19.391.119.090
D000312	D047808	C12.800.316.090.500	C12.800.316.090
D000312	D000307	C19.053.440	C19.053
D000312	D043202	C18.452.648.925.249	C18.452.648.925
D000312	D047808	C16.131.939.316.129.500	C16.131.939.316.129
D000312	D030342	C16.320.033	C16.320
D000314	D000236	C04.557.470.035.232	C04.557.470.035
D000326	D020279	C16.320.565.189.362.250	C16.320.565.189.362
D000326	D018901	C16.320.565.663.100	C16.320.565.663
D000326	D038901	C16.320.322.500.124	C16.320.322.500
D000326	D020279	C18.452.132.100.362.250	C18.452.132.100.362
D000326	D020279	C10.314.400.250	C10.314.400
D000326	D020739	C16.320.565.189.084	C16.320.565.189
D000326	D020739	C10.228.140.163.100.084	C10.228.140.163.100
D000326	D038901	C10.597.606.360.455.124	C10.597.606.360.455
D000326	D020739	C18.452.132.100.084	C18.452.132.100
D000326	D020279	C10.228.140.695.625.250	C10.228.140.695.625
D000326	D020739	C18.452.648.189.084	C18.452.648.189
D000326	D000309	C19.053.500.270	C19.053.500
D000326	D020279	C10.228.140.163.100.362.250	C10.228.140.163.100.362
D000326	D020279	C18.452.648.189.362.250	C18.452.648.189.362
D000326	D018901	C18.452.648.663.100	C18.452.648.663
D000326	D038901	C16.320.400.525.124	C16.320.400.525
D000334	D012817	C23.888.821.061	C23.888.821
D000343	D007415	C06.405.469.531.099	C06.405.469.531
D000343	D011183	C23.550.767.050	C23.550.767
D000347	D025861	C16.320.099.056	C16.320.099
D000347	D025861	C15.378.100.100.056	C15.378.100.100
D000347	D020147	C15.378.100.141.072	C15.378.100.141
D000347	D006474	C15.378.463.067	C15.378.463
D000355	D006734	C22.488.088	C22.488
D000355	D012088	C01.925.782.791.142	C01.925.782.791
D000355	D001102	C01.920.313.030	C01.920.313
D000355	D001102	C01.925.081.030	C01.925.081
D000357	D001102	C01.925.081.078	C01.925.081
D000357	D017282	C01.920.930.125	C01.920.930
D000357	D013553	C22.905.072	C22.905
D000357	D004266	C01.925.256.142	C01.925.256
D000361	D008232	C15.604.515.032	C15.604.515
D000361	D001796	C15.378.147.142	C15.378.147
D000361	D007153	C20.673.088	C20.673
D000370	D013651	C10.597.751.861.184	C10.597.751.861
D000370	D013651	C23.888.592.763.861.184	C23.888.592.763.861
D000377	D010468	C10.597.606.762.100	C10.597.606.762
D000377	D010468	C23.888.592.604.764.100	C23.888.592.604.764
D000380	D007970	C15.378.553.546.184	C15.378.553.546
D000380	D007970	C15.378.243.750.184	C15.378.243.750
D000381	D007806	C23.888.592.604.150.500.050	C23.888.592.604.150.500
D000381	D007806	C10.597.606.150.500.050	C10.597.606.150.500
D000381	D000067559	C23.888.592.604.150.550.700.125	C23.888.592.604.150.550.700
D000381	D000067559	C10.597.606.150.550.700.125	C10.597.606.150.550.700
D000382	D009784	C24.080	C24
D000386	D015658	C12.100.937.640.400.080	C12.100.937.640.400
D000386	D015658	C01.925.813.400.080	C01.925.813.400
D000386	D015658	C01.778.640.400.080	C01.778.640.400
D000386	D015658	C20.673.480.080	C20.673.480
D000386	D015658	C01.221.812.640.400.080	C01.221.812.640.400
D000386	D015658	C01.925.782.815.616.400.080	C01.925.782.815.616.400
D000386	D012897	C01.925.839.080	C01.925.839
D000386	D015658	C01.221.250.875.080	C01.221.250.875
D000387	D001862	C05.116.264.143	C05.116.264
D000402	D012131	C08.618.846.185	C08.618.846
D000405	D001927	C10.228.140.042	C10.228.140
D000417	D017496	C17.800.621.440.102	C17.800.621.440
D000417	D000592	C16.320.565.100.102	C16.320.565.100
D000417	D015785	C11.270.040	C11.270
D000417	D015785	C16.320.290.040	C16.320.290
D000417	D000592	C18.452.648.100.102	C18.452.648.100
D000417	D012873	C16.320.850.080	C16.320.850
D000417	D012873	C17.800.827.080	C17.800.827
D000419	D011507	C12.950.934.734.269	C12.950.934.734
D000419	D011507	C23.888.942.750.269	C23.888.942.750
D000419	D011507	C12.200.777.934.734.269	C12.200.777.934.734
D000419	D011507	C12.050.351.968.934.734.269	C12.050.351.968.934.734
D000425	D020268	C10.720.112.100	C10.720.112
D000425	D020268	C25.723.705.150.100	C25.723.705.150
D000425	D020268	C25.775.100.087.193.100	C25.775.100.087.193
D000430	D013375	C25.775.835.250	C25.775.835
D000430	D020268	C25.775.100.087.193.200	C25.775.100.087.193
D000430	D020268	C10.720.112.200	C10.720.112
D000430	D020268	C25.723.705.150.200	C25.723.705.150
D000435	D019973	C25.775.100.175	C25.775.100
D000437	D019973	C25.775.100.250	C25.775.100
D000453	D002609	C11.270.040.772.270	C11.270.040.772
D000453	D002609	C20.673.774.257.270	C20.673.774.257
D000453	D010322	C01.925.256.700.091	C01.925.256.700
D000453	D012897	C01.925.839.091	C01.925.839
D000453	D000820	C22.062	C22
D000471	D000137	C18.452.076.354	C18.452.076
D000472	D006985	C08.618.501.271	C08.618.501
D000472	D000471	C18.452.076.354.271	C18.452.076.354
D000474	D000592	C16.320.565.100.187	C16.320.565.100
D000474	D000592	C18.452.648.100.187	C18.452.648.100
D000505	D007039	C17.800.329.937.122	C17.800.329.937
D000505	D020763	C23.300.035	C23.300
D000506	D000505	C17.800.329.937.122.147	C17.800.329.937.122
D000507	D000505	C17.800.329.937.122.550	C17.800.329.937.122
D000507	D012625	C17.800.794.550	C17.800.794
D000507	D017520	C17.300.550.550	C17.300.550
D000532	D012120	C08.618.020	C08.618
D000542	D017563	C08.381.483.125	C08.381.483
D000542	D012130	C08.674.055	C08.674
D000542	D012130	C20.543.480.680.075	C20.543.480.680
D000544	D003704	C10.228.140.380.100	C10.228.140.380
D000544	D024801	C10.574.945.249	C10.574.945
D000550	D014786	C23.888.592.763.941.073	C23.888.592.763.941
D000550	D001927	C10.228.140.055	C10.228.140
D000550	D014786	C10.597.751.941.073	C10.597.751.941
D000550	D014786	C11.966.073	C11.966
D000562	D011528	C01.610.752.049	C01.610.752
D000564	D009808	C04.557.695.065	C04.557.695
D000567	D000094602	C07.650.800.295.250	C07.650.800.295
D000567	D000094602	C07.793.700.295.250	C07.793.700.295
D000567	D000094602	C16.131.850.800.295.250	C16.131.850.800.295
D000568	D008599	C23.550.568.500	C23.550.568
D000592	D008661	C18.452.648.100	C18.452.648
D000592	D008661	C16.320.565.100	C16.320.565
D000608	D015499	C16.320.831.885	C16.320.831
D000608	D015499	C12.200.777.419.815.885	C12.200.777.419.815
D000608	D015499	C12.050.351.968.419.815.885	C12.050.351.968.419.815
D000608	D015499	C12.950.419.815.885	C12.950.419.815
D000647	D008569	C10.597.606.525.100	C10.597.606.525
D000647	D008569	C23.888.592.604.529.100	C23.888.592.604.529
D000648	D000647	C23.888.592.604.529.100.150	C23.888.592.604.529.100
D000648	D000647	C10.597.606.525.100.150	C10.597.606.525.100
D000652	D007232	C16.614.042	C16.614
D000673	D014947	C26.062	C26
D000686	D057165	C18.452.845.500	C18.452.845
D000690	D016472	C10.668.467.250	C10.668.467
D000690	D057177	C18.452.845.800.050	C18.452.845.800
D000690	D013118	C10.228.854.139	C10.228.854
D000690	D016472	C10.574.562.250	C10.574.562
D000690	D057177	C10.574.950.050	C10.574.950
D000694	D001005	C06.405.249.411.307.790.040.040	C06.405.249.411.307.790.040
D000694	D001005	C04.588.274.476.411.307.790.040.040	C04.588.274.476.411.307.790.040
D000694	D001005	C06.405.469.491.307.790.040.040	C06.405.469.491.307.790.040
D000694	D001005	C06.405.469.860.180.500.040.040	C06.405.469.860.180.500.040
D000694	D001005	C06.301.371.411.307.790.040.040	C06.301.371.411.307.790.040
D000694	D009371	C04.588.083	C04.588
D000694	D001005	C06.405.469.860.101.163.083	C06.405.469.860.101.163
D000694	D000820	C22.073	C22
D000699	D010523	C10.668.829.700	C10.668.829
D000699	D030342	C16.320.775	C16.320
D000707	D006969	C20.543.480.099	C20.543.480
D000708	D009385	C04.697.045	C04.697
D000708	D009385	C23.550.727.045	C23.550.727
D000711	D016905	C01.150.252.400.054	C01.150.252.400
D000712	D000820	C22.085	C22
D000712	D000711	C01.150.252.400.054.500	C01.150.252.400.054
D000712	D017282	C01.920.930.163	C01.920.930
D000724	D006725	C01.610.335.508.700.775.455.154	C01.610.335.508.700.775.455
D000740	D006402	C15.378.050	C15.378
D000741	D000080983	C15.378.190.223.250	C15.378.190.223
D000741	D000740	C15.378.050.085	C15.378.050
D000742	D000745	C15.378.050.141.150.095	C15.378.050.141.150
D000742	D000745	C16.320.070.095	C16.320.070
D000743	D000740	C15.378.050.141	C15.378.050
D000744	D000743	C15.378.050.141.125	C15.378.050.141
D000744	D001327	C20.111.175	C20.111
D000745	D000743	C15.378.050.141.150	C15.378.050.141
D000745	D030342	C16.320.070	C16.320
D000746	D000745	C16.320.070.100	C16.320.070
D000746	D000745	C15.378.050.141.150.100	C15.378.050.141.150
D000747	D000740	C15.378.050.196	C15.378.050
D000748	D000740	C15.378.050.252	C15.378.050
D000749	D000748	C15.378.050.252.196	C15.378.050.252
D000750	D000740	C15.378.050.307	C15.378.050
D000750	D009196	C15.378.190.636.085	C15.378.190.636
D000751	D007232	C16.614.053	C16.614
D000751	D000740	C15.378.050.363	C15.378.050
D000752	D000749	C15.378.050.252.196.500	C15.378.050.252.196
D000752	D014806	C18.654.521.500.133.699.923.280	C18.654.521.500.133.699.923
D000753	D009190	C15.378.190.625.062	C15.378.190.625
D000753	D000740	C15.378.050.400	C15.378.050
D000754	D000753	C15.378.190.625.062.080	C15.378.190.625.062
D000754	D000753	C15.378.050.400.080	C15.378.050.400
D000755	D006453	C15.378.420.155	C15.378.420
D000755	D000745	C16.320.070.150	C16.320.070
D000755	D000745	C15.378.050.141.150.150	C15.378.050.141.150
D000755	D006453	C16.320.365.155	C16.320.365
D000756	D009190	C15.378.190.625.070	C15.378.190.625
D000756	D000740	C15.378.050.419	C15.378.050
D000757	D009436	C16.131.666.680.196	C16.131.666.680
D000757	D009008	C16.131.085.197	C16.131.085
D000757	D009436	C10.500.680.196	C10.500.680
D000782	D002869	C23.550.210.050	C23.550.210
D000783	D014652	C14.907.055	C14.907
D000784	D000094665	C14.907.055.448.250	C14.907.055.448
D000784	D000094683	C14.907.109.070.500	C14.907.109.070
D000785	D000783	C14.907.055.131	C14.907.055
D000785	D007239	C01.069	C01
D000787	D017202	C14.280.647.187	C14.280.647
D000787	D017202	C14.907.585.187	C14.907.585
D000787	D002637	C23.888.592.612.233.500	C23.888.592.612.233
D000788	D000789	C23.888.592.612.233.500.150.150	C23.888.592.612.233.500.150
D000788	D000789	C14.280.647.187.150.150	C14.280.647.187.150
D000788	D000789	C14.907.585.187.150.500	C14.907.585.187.150
D000789	D000787	C14.907.585.187.150	C14.907.585.187
D000789	D000787	C23.888.592.612.233.500.150	C23.888.592.612.233.500
D000789	D000787	C14.280.647.187.150	C14.280.647.187
D000793	D012164	C11.768.094	C11.768
D000794	D009383	C04.557.645.115	C04.557.645
D000795	D013106	C16.320.565.398.641.803.300	C16.320.565.398.641.803
D000795	D013106	C18.452.132.100.435.825.200	C18.452.132.100.435.825
D000795	D013106	C16.320.565.189.435.825.200	C16.320.565.189.435.825
D000795	D040181	C16.320.322.124	C16.320.322
D000795	D013106	C18.452.648.595.554.825.200	C18.452.648.595.554.825
D000795	D013106	C18.452.648.189.435.825.200	C18.452.648.189.435.825
D000795	D013106	C18.452.648.398.641.803.300	C18.452.648.398.641.803
D000795	D059345	C14.907.253.329.374	C14.907.253.329
D000795	D059345	C10.228.140.300.275.374	C10.228.140.300.275
D000795	D013106	C18.452.584.563.641.803.300	C18.452.584.563.641.803
D000795	D013106	C16.320.565.595.554.825.200	C16.320.565.595.554.825
D000795	D013106	C10.228.140.163.100.435.825.200	C10.228.140.163.100.435.825
D000796	D004802	C15.378.553.231.085	C15.378.553.231
D000796	D012871	C17.800.060	C17.800
D000796	D006099	C15.604.515.292.007	C15.604.515.292
D000798	D014652	C14.907.077	C14.907
D000799	D014652	C14.907.079	C14.907
D000799	D014581	C20.543.480.904.066	C20.543.480.904
D000799	D014581	C17.800.862.945.066	C17.800.862.945
D000839	D012030	C11.744.116	C11.744
D000844	D007592	C05.550.069	C05.550
D000848	D014071	C07.793.700.100	C07.793.700
D000848	D014071	C16.131.850.800.100	C16.131.850.800
D000848	D014071	C07.650.800.100	C07.650.800
D000849	D007806	C23.888.592.604.150.500.090	C23.888.592.604.150.500
D000849	D007806	C10.597.606.150.500.090	C10.597.606.150.500
D000853	D005124	C16.131.384.159	C16.131.384
D000853	D005124	C11.250.080	C11.250
D000855	D012817	C23.888.821.108	C23.888.821
D000857	D012678	C10.597.751.600	C10.597.751
D000857	D012678	C23.888.592.763.550	C23.888.592.763
D000858	D010049	C12.050.351.500.056.630.050	C12.050.351.500.056.630
D000858	D010049	C12.100.250.056.630.050	C12.100.250.056.630
D000858	D010049	C19.391.630.050	C19.391.630
D000860	D012818	C23.888.852.079	C23.888.852
D000868	D003161	C14.907.303.063	C14.907.303
D000868	D003161	C05.651.180.063	C05.651.180
D000874	D055008	C08.381.483.581.062.500	C08.381.483.581.062
D000874	D012829	C24.800.834.201	C24.800.834
D000874	D012829	C08.381.520.702.760.125	C08.381.520.702.760
D000874	D012829	C08.381.483.581.760.125	C08.381.483.581.760
D000874	D055008	C08.381.520.702.062.500	C08.381.520.702.062
D000881	D016863	C01.150.252.410.090.072	C01.150.252.410.090
D001002	D014555	C12.950.934.070	C12.950.934
D001002	D014555	C12.200.777.934.141	C12.200.777.934
D001002	D014555	C12.050.351.968.934.070	C12.050.351.968.934
D001002	D007674	C12.050.351.968.419.078	C12.050.351.968.419
D001002	D007674	C12.950.419.078	C12.950.419
D001002	D007674	C12.200.777.419.078	C12.200.777.419
D001004	D012002	C06.405.469.860.101	C06.405.469.860
D001005	D012004	C04.588.274.476.411.307.790.040	C04.588.274.476.411.307.790
D001005	D012004	C06.301.371.411.307.790.040	C06.301.371.411.307.790
D001005	D012004	C06.405.469.491.307.790.040	C06.405.469.491.307.790
D001005	D001004	C06.405.469.860.101.163	C06.405.469.860.101
D001005	D012004	C06.405.249.411.307.790.040	C06.405.249.411.307.790
D001005	D012004	C06.405.469.860.180.500.040	C06.405.469.860.180.500
D001006	D004065	C06.198.050	C06.198
D001006	D004065	C16.131.314.094	C16.131.314
D001014	D001018	C14.907.109.139	C14.907.109
D001014	D000783	C14.907.055.239	C14.907.055
D001015	D001018	C14.907.109.239	C14.907.109
D001017	D006330	C14.240.400.090	C14.240.400
D001017	D006330	C14.280.400.090	C14.280.400
D001017	D006330	C16.131.240.400.090	C16.131.240.400
D001018	D014652	C14.907.109	C14.907
D001019	D017542	C14.907.055.185.125	C14.907.055.185
D001019	D012421	C26.761.125	C26.761
D001019	D001014	C14.907.055.239.175	C14.907.055.239
D001019	D001014	C14.907.109.139.175	C14.907.109.139
D001020	D001024	C14.280.484.048.750.070	C14.280.484.048.750
D001020	D001024	C14.280.955.249.070	C14.280.955.249
D001022	D000082862	C14.280.484.048.500	C14.280.484.048
D001023	D016127	C14.280.484.400.100	C14.280.484.400
D001023	D000082862	C14.280.484.048.625	C14.280.484.048
D001024	D014694	C14.280.955.249	C14.280.955
D001024	D000082862	C14.280.484.048.750	C14.280.484.048
D001025	D001018	C14.907.109.320	C14.907.109
D001025	D014657	C14.907.940.080	C14.907.940
D001028	D006343	C14.240.400.560.098	C14.240.400.560
D001028	D006343	C14.280.400.560.098	C14.280.400.560
D001028	D006343	C16.131.240.400.560.098	C16.131.240.400.560
D001035	D007905	C11.510.103	C11.510
D001036	D001035	C11.510.103.110	C11.510.103
D001037	D013064	C23.888.592.604.150.500.800.100	C23.888.592.604.150.500.800
D001037	D013064	C10.597.606.150.500.800.100	C10.597.606.150.500.800
D001039	D001037	C10.597.606.150.500.800.100.100	C10.597.606.150.500.800.100
D001039	D001037	C23.888.592.604.150.500.800.100.100	C23.888.592.604.150.500.800.100
D001041	D001037	C23.888.592.604.150.500.800.100.166	C23.888.592.604.150.500.800.100
D001041	D001037	C10.597.606.150.500.800.100.166	C10.597.606.150.500.800.100
D001044	D014832	C08.360.940.160	C08.360.940
D001044	D014832	C10.597.975.100	C10.597.975
D001044	D014832	C09.400.940.160	C09.400.940
D001044	D014832	C23.888.592.979.100	C23.888.592.979
D001049	D012120	C08.618.085	C08.618
D001049	D012818	C23.888.852.130	C23.888.852
D001063	D002430	C06.301.371.411.184.290	C06.301.371.411.184
D001063	D002430	C04.588.274.476.411.184.290	C04.588.274.476.411.184
D001063	D002430	C06.405.249.411.184.290	C06.405.249.411.184
D001063	D002430	C06.405.469.110.417.290	C06.405.469.110.417
D001063	D002430	C06.405.469.491.184.290	C06.405.469.491.184
D001064	D005759	C06.405.205.099	C06.405.205
D001064	D002429	C06.405.469.110.207	C06.405.469.110
D001064	D059413	C01.463.099	C01.463
D001072	D011596	C23.888.592.604.882.350	C23.888.592.604.882
D001072	D011596	C10.597.606.881.350	C10.597.606.881
D001079	D018358	C04.557.465.625.650.135	C04.557.465.625.650
D001079	D000236	C04.557.470.035.250	C04.557.470.035
D001079	D018358	C04.557.580.625.650.135	C04.557.580.625.650
D001098	D001733	C26.176.790	C26.176
D001098	D001733	C25.723.127.723	C25.723.127
D001100	D008581	C10.586.625.097	C10.586.625
D001102	D014777	C01.925.081	C01.925
D001102	D000079426	C01.920.313	C01.920
D001112	D003318	C11.204.299.070	C11.204.299
D001117	D012327	C01.925.782.082	C01.925.782
D001129	D010859	C17.800.621.166	C17.800.621
D001129	D000075322	C25.723.522.313	C25.723.522
D001134	D014947	C26.088	C26
D001139	D009436	C10.500.680.291	C10.500.680
D001139	D009436	C16.131.666.680.291	C16.131.666.680
D001145	D006331	C14.280.067	C14.280
D001145	D010335	C23.550.073	C23.550
D001146	D001145	C23.550.073.093	C23.550.073
D001146	D001145	C14.280.067.093	C14.280.067
D001157	D014652	C14.907.137	C14.907
D001159	D016157	C14.907.933.110	C14.907.933
D001159	D016157	C14.240.850.984.500	C14.240.850.984
D001159	D054079	C16.131.240.850.500	C16.131.240.850
D001159	D016157	C23.300.575.950.150	C23.300.575.950
D001161	D001157	C14.907.137.126	C14.907.137
D001162	D001161	C14.907.137.126.114	C14.907.137.126
D001164	D001165	C16.131.240.850.750.125	C16.131.240.850.750
D001164	D016157	C23.300.575.950.250	C23.300.575.950
D001164	D001165	C14.907.150.125	C14.907.150
D001164	D001165	C14.240.850.750.147	C14.240.850.750
D001164	D016157	C14.907.933.555	C14.907.933
D001164	D016157	C14.240.850.984.750	C14.240.850.984
D001165	D054079	C14.240.850.750	C14.240.850
D001165	D054079	C16.131.240.850.750	C16.131.240.850
D001165	D014652	C14.907.150	C14.907
D001167	D014657	C14.907.940.090	C14.907.940
D001168	D007592	C05.550.114	C05.550
D001169	D001168	C05.550.114.015	C05.550.114
D001170	D001168	C05.550.114.099	C05.550.114
D001170	D007239	C01.100	C01
D001171	D012216	C05.799.056	C05.799
D001171	D001327	C20.111.198	C20.111
D001171	D001168	C05.550.114.122	C05.550.114
D001171	D012216	C17.300.775.049	C17.300.775
D001172	D012216	C05.799.114	C05.799
D001172	D001168	C05.550.114.154	C05.550.114
D001172	D001327	C20.111.199	C20.111
D001172	D012216	C17.300.775.099	C17.300.775
D001176	D009139	C05.660.077	C05.660
D001176	D009135	C05.651.102	C05.651
D001176	D009139	C16.131.621.077	C16.131.621
D001176	D007592	C05.550.150	C05.550
D001177	D007592	C05.550.186	C05.550
D001183	D007105	C20.543.520.175	C20.543.520
D001184	D013064	C23.888.592.604.150.500.800.150	C23.888.592.604.150.500.800
D001184	D013064	C10.597.606.150.500.800.150	C10.597.606.150.500.800
D001195	D011009	C08.381.520.702.125	C08.381.520.702
D001195	D011009	C24.800.127	C24.800
D001195	D011009	C08.381.483.581.125	C08.381.483.581
D001196	D017191	C01.610.335.508.700.100.070	C01.610.335.508.700.100
D001198	D017191	C01.610.335.508.700.100.080	C01.610.335.508.700.100
D001201	D010335	C23.550.081	C23.550
D001206	D001361	C18.654.521.500.133.115	C18.654.521.500.133
D001228	D009181	C01.150.703.080	C01.150.703
D001229	D055732	C01.150.703.080.768.500	C01.150.703.080.768
D001229	D008172	C08.730.435.090	C08.730.435
D001229	D012130	C20.543.480.680.085	C20.543.480.680
D001229	D055732	C08.381.472.850.500	C08.381.472.850
D001229	D008172	C01.748.435.090	C01.748.435
D001229	D055732	C01.150.703.534.850.500	C01.150.703.534.850
D001229	D012130	C08.674.060	C08.674
D001237	D014947	C26.103	C26
D001237	D003643	C23.550.260.095	C23.550.260
D001238	D007232	C16.614.092	C16.614
D001247	D012816	C23.888.089	C23.888
D001248	D005128	C11.093	C11
D001249	D012130	C08.674.095	C08.674
D001249	D012130	C20.543.480.680.095	C20.543.480.680
D001249	D001982	C08.127.108	C08.127
D001249	D008173	C08.381.495.108	C08.381.495
D001250	D001249	C08.127.108.110	C08.127.108
D001250	D001249	C08.674.095.110	C08.674.095
D001250	D001249	C20.543.480.680.095.110	C20.543.480.680.095
D001250	D000092202	C20.543.480.363.500	C20.543.480.363
D001251	D012030	C11.744.212	C11.744
D001254	D005910	C04.557.465.625.600.380.080	C04.557.465.625.600.380
D001254	D005910	C04.557.580.625.600.380.080	C04.557.580.625.600.380
D001254	D005910	C04.557.470.670.380.080	C04.557.470.670.380
D001259	D020820	C23.888.592.350.090	C23.888.592.350
D001259	D020820	C10.597.350.090	C10.597.350
