ID1	ID2
MI0003156	MI0003171
MI0003156	MI0003165
MI0003156	MI0003145
MI0003156	MI0003153
MI0003156	MI0003168
MI0003156	MI0003149
MI0003156	MI0003173
MI0003156	MI0003179
MI0003156	MI0003176
MI0003156	MI0003147
MI0003156	MI0003160
MI0003156	MI0003144
MI0003156	MI0003162
MI0003155	MI0003143
MI0003155	MI0003170
MI0003155	MI0003154
MI0003155	MI0003172
MI0003155	MI0003157
MI0003155	MI0003164
MI0003155	MI0003175
MI0003155	MI0003180
MI0003155	MI0003152
MI0003155	MI0003181
MI0003155	MI0003159
MI0003155	MI0003174
MI0003155	MI0003166
MI0003155	MI0003182
MI0003155	MI0003146
MI0003155	MI0003161
MI0003155	MI0003151
MI0003155	MI0003178
MI0003155	MI0003167
MI0003155	MI0003169
MI0003155	MI0003177
MI0003155	MI0003148
MI0003155	MI0003150
MI0003155	MI0003163
MI0003155	MI0003158
MI0003155	MI0003171
MI0003155	MI0003165
MI0003155	MI0003145
MI0003155	MI0003153
MI0003155	MI0003168
MI0003155	MI0003149
MI0003155	MI0003173
MI0003155	MI0003179
MI0003155	MI0003176
MI0003155	MI0003147
MI0003155	MI0003160
MI0003155	MI0003144
MI0003155	MI0003162
MI0003143	MI0003170
MI0003143	MI0003154
MI0003143	MI0003172
MI0003143	MI0003157
MI0003143	MI0003164
MI0003143	MI0003175
MI0003143	MI0003180
MI0003143	MI0003152
MI0003143	MI0003181
MI0003143	MI0003159
MI0003143	MI0003174
MI0003143	MI0003166
MI0003143	MI0003182
MI0003143	MI0003146
MI0003143	MI0003161
MI0003143	MI0003151
MI0003143	MI0003178
MI0003143	MI0003167
MI0003143	MI0003169
MI0003143	MI0003177
MI0003143	MI0003148
MI0003143	MI0003150
MI0003143	MI0003163
MI0003143	MI0003158
MI0003143	MI0003171
MI0003143	MI0003165
MI0003143	MI0003145
MI0003143	MI0003153
MI0003143	MI0003168
MI0003143	MI0003149
MI0003143	MI0003173
MI0003143	MI0003179
MI0003143	MI0003176
MI0003143	MI0003147
MI0003143	MI0003160
MI0003143	MI0003144
MI0003143	MI0003162
MI0003170	MI0003154
MI0003170	MI0003172
MI0003170	MI0003157
MI0003170	MI0003164
MI0003170	MI0003175
MI0003170	MI0003180
MI0003170	MI0003152
MI0003170	MI0003181
MI0003170	MI0003159
MI0003170	MI0003174
MI0003170	MI0003166
MI0003170	MI0003182
MI0003170	MI0003146
MI0003170	MI0003161
MI0003170	MI0003151
MI0003170	MI0003178
MI0003170	MI0003167
MI0003170	MI0003169
MI0003170	MI0003177
MI0003170	MI0003148
MI0003170	MI0003150
MI0003170	MI0003163
MI0003170	MI0003158
MI0003170	MI0003171
MI0003170	MI0003165
MI0003170	MI0003145
MI0003170	MI0003153
MI0003170	MI0003168
MI0003170	MI0003149
MI0003170	MI0003173
MI0003170	MI0003179
MI0003170	MI0003176
MI0003170	MI0003147
MI0003170	MI0003160
MI0003170	MI0003144
MI0003170	MI0003162
MI0003154	MI0003172
MI0003154	MI0003157
MI0003154	MI0003164
MI0003154	MI0003175
MI0003154	MI0003180
MI0003154	MI0003152
MI0003154	MI0003181
MI0003154	MI0003159
MI0003154	MI0003174
MI0003154	MI0003166
MI0003154	MI0003182
MI0003154	MI0003146
MI0003154	MI0003161
MI0003154	MI0003151
MI0003154	MI0003178
MI0003154	MI0003167
MI0003154	MI0003169
MI0003154	MI0003177
MI0003154	MI0003148
MI0003154	MI0003150
MI0003154	MI0003163
MI0003154	MI0003158
MI0003154	MI0003171
MI0003154	MI0003165
MI0003154	MI0003145
MI0003154	MI0003153
MI0003154	MI0003168
MI0003154	MI0003149
MI0003154	MI0003173
MI0003154	MI0003179
MI0003154	MI0003176
MI0003154	MI0003147
MI0003154	MI0003160
MI0003154	MI0003144
MI0003154	MI0003162
MI0003172	MI0003157
MI0003172	MI0003164
MI0003172	MI0003175
MI0003172	MI0003180
MI0003172	MI0003152
MI0003172	MI0003181
MI0003172	MI0003159
MI0003172	MI0003174
MI0003172	MI0003166
MI0003172	MI0003182
MI0003172	MI0003146
MI0003172	MI0003161
MI0003172	MI0003151
MI0003172	MI0003178
MI0003172	MI0003167
MI0003172	MI0003169
MI0003172	MI0003177
MI0003172	MI0003148
MI0003172	MI0003150
MI0003172	MI0003163
MI0003172	MI0003158
MI0003172	MI0003171
MI0003172	MI0003165
MI0003172	MI0003145
MI0003172	MI0003153
MI0003172	MI0003168
MI0003172	MI0003149
MI0003172	MI0003173
MI0003172	MI0003179
MI0003172	MI0003176
MI0003172	MI0003147
MI0003172	MI0003160
MI0003172	MI0003144
MI0003172	MI0003162
MI0003157	MI0003164
MI0003157	MI0003175
MI0003157	MI0003180
MI0003157	MI0003152
MI0003157	MI0003181
MI0003157	MI0003159
MI0003157	MI0003174
MI0003157	MI0003166
MI0003157	MI0003182
MI0003157	MI0003146
MI0003157	MI0003161
MI0003157	MI0003151
MI0003157	MI0003178
MI0003157	MI0003167
MI0003157	MI0003169
MI0003157	MI0003177
MI0003157	MI0003148
MI0003157	MI0003150
MI0003157	MI0003163
MI0003157	MI0003158
MI0003157	MI0003171
MI0003157	MI0003165
MI0003157	MI0003145
MI0003157	MI0003153
MI0003157	MI0003168
MI0003157	MI0003149
MI0003157	MI0003173
MI0003157	MI0003179
MI0003157	MI0003176
MI0003157	MI0003147
MI0003157	MI0003160
MI0003157	MI0003144
MI0003157	MI0003162
MI0003164	MI0003175
MI0003164	MI0003180
MI0003164	MI0003152
MI0003164	MI0003181
MI0003164	MI0003159
MI0003164	MI0003174
MI0003164	MI0003166
MI0003164	MI0003182
MI0003164	MI0003146
MI0003164	MI0003161
MI0003164	MI0003151
MI0003164	MI0003178
MI0003164	MI0003167
MI0003164	MI0003169
MI0003164	MI0003177
MI0003164	MI0003148
MI0003164	MI0003150
MI0003164	MI0003163
MI0003164	MI0003158
MI0003164	MI0003171
MI0003164	MI0003165
MI0003164	MI0003145
MI0003164	MI0003153
MI0003164	MI0003168
MI0003164	MI0003149
MI0003164	MI0003173
MI0003164	MI0003179
MI0003164	MI0003176
MI0003164	MI0003147
MI0003164	MI0003160
MI0003164	MI0003144
MI0003164	MI0003162
MI0003175	MI0003180
MI0003175	MI0003152
MI0003175	MI0003181
MI0003175	MI0003159
MI0003175	MI0003174
MI0003175	MI0003166
MI0003175	MI0003182
MI0003175	MI0003146
MI0003175	MI0003161
MI0003175	MI0003151
MI0003175	MI0003178
MI0003175	MI0003167
MI0003175	MI0003169
MI0003175	MI0003177
MI0003175	MI0003148
MI0003175	MI0003150
MI0003175	MI0003163
MI0003175	MI0003158
MI0003175	MI0003171
MI0003175	MI0003165
MI0003175	MI0003145
MI0003175	MI0003153
MI0003175	MI0003168
MI0003175	MI0003149
MI0003175	MI0003173
MI0003175	MI0003179
MI0003175	MI0003176
MI0003175	MI0003147
MI0003175	MI0003160
MI0003175	MI0003144
MI0003175	MI0003162
MI0003180	MI0003152
MI0003180	MI0003181
MI0003180	MI0003159
MI0003180	MI0003174
MI0003180	MI0003166
MI0003180	MI0003182
MI0003180	MI0003146
MI0003180	MI0003161
MI0003180	MI0003151
MI0003180	MI0003178
MI0003180	MI0003167
MI0003180	MI0003169
MI0003180	MI0003177
MI0003180	MI0003148
MI0003180	MI0003150
MI0003180	MI0003163
MI0003180	MI0003158
MI0003180	MI0003171
MI0003180	MI0003165
MI0003180	MI0003145
MI0003180	MI0003153
MI0003180	MI0003168
MI0003180	MI0003149
MI0003180	MI0003173
MI0003180	MI0003179
MI0003180	MI0003176
MI0003180	MI0003147
MI0003180	MI0003160
MI0003180	MI0003144
MI0003180	MI0003162
MI0003152	MI0003181
MI0003152	MI0003159
MI0003152	MI0003174
MI0003152	MI0003166
MI0003152	MI0003182
MI0003152	MI0003146
MI0003152	MI0003161
MI0003152	MI0003151
MI0003152	MI0003178
MI0003152	MI0003167
MI0003152	MI0003169
MI0003152	MI0003177
MI0003152	MI0003148
MI0003152	MI0003150
MI0003152	MI0003163
MI0003152	MI0003158
MI0003152	MI0003171
MI0003152	MI0003165
MI0003152	MI0003145
MI0003152	MI0003153
MI0003152	MI0003168
MI0003152	MI0003149
MI0003152	MI0003173
MI0003152	MI0003179
MI0003152	MI0003176
MI0003152	MI0003147
MI0003152	MI0003160
MI0003152	MI0003144
MI0003152	MI0003162
MI0003181	MI0003159
MI0003181	MI0003174
MI0003181	MI0003166
MI0003181	MI0003182
MI0003181	MI0003146
MI0003181	MI0003161
MI0003181	MI0003151
MI0003181	MI0003178
MI0003181	MI0003167
MI0003181	MI0003169
MI0003181	MI0003177
MI0003181	MI0003148
MI0003181	MI0003150
MI0003181	MI0003163
MI0003181	MI0003158
MI0003181	MI0003171
MI0003181	MI0003165
MI0003181	MI0003145
MI0003181	MI0003153
MI0003181	MI0003168
MI0003181	MI0003149
MI0003181	MI0003173
MI0003181	MI0003179
MI0003181	MI0003176
MI0003181	MI0003147
MI0003181	MI0003160
MI0003181	MI0003144
MI0003181	MI0003162
MI0003159	MI0003174
MI0003159	MI0003166
MI0003159	MI0003182
MI0003159	MI0003146
MI0003159	MI0003161
MI0003159	MI0003151
MI0003159	MI0003178
MI0003159	MI0003167
MI0003159	MI0003169
MI0003159	MI0003177
MI0003159	MI0003148
MI0003159	MI0003150
MI0003159	MI0003163
MI0003159	MI0003158
MI0003159	MI0003171
MI0003159	MI0003165
MI0003159	MI0003145
MI0003159	MI0003153
MI0003159	MI0003168
MI0003159	MI0003149
MI0003159	MI0003173
MI0003159	MI0003179
MI0003159	MI0003176
MI0003159	MI0003147
MI0003159	MI0003160
MI0003159	MI0003144
MI0003159	MI0003162
MI0003174	MI0003166
MI0003174	MI0003182
MI0003174	MI0003146
MI0003174	MI0003161
MI0003174	MI0003151
MI0003174	MI0003178
MI0003174	MI0003167
MI0003174	MI0003169
MI0003174	MI0003177
MI0003174	MI0003148
MI0003174	MI0003150
MI0003174	MI0003163
MI0003174	MI0003158
MI0003174	MI0003171
MI0003174	MI0003165
MI0003174	MI0003145
MI0003174	MI0003153
MI0003174	MI0003168
MI0003174	MI0003149
MI0003174	MI0003173
MI0003174	MI0003179
MI0003174	MI0003176
MI0003174	MI0003147
MI0003174	MI0003160
MI0003174	MI0003144
MI0003174	MI0003162
MI0003166	MI0003182
MI0003166	MI0003146
MI0003166	MI0003161
MI0003166	MI0003151
MI0003166	MI0003178
MI0003166	MI0003167
MI0003166	MI0003169
MI0003166	MI0003177
MI0003166	MI0003148
MI0003166	MI0003150
MI0003166	MI0003163
MI0003166	MI0003158
MI0003166	MI0003171
MI0003166	MI0003165
MI0003166	MI0003145
MI0003166	MI0003153
MI0003166	MI0003168
MI0003166	MI0003149
MI0003166	MI0003173
MI0003166	MI0003179
MI0003166	MI0003176
MI0003166	MI0003147
MI0003166	MI0003160
MI0003166	MI0003144
MI0003166	MI0003162
MI0003182	MI0003146
MI0003182	MI0003161
MI0003182	MI0003151
MI0003182	MI0003178
MI0003182	MI0003167
MI0003182	MI0003169
MI0003182	MI0003177
MI0003182	MI0003148
MI0003182	MI0003150
MI0003182	MI0003163
MI0003182	MI0003158
MI0003182	MI0003171
MI0003182	MI0003165
MI0003182	MI0003145
MI0003182	MI0003153
MI0003182	MI0003168
MI0003182	MI0003149
MI0003182	MI0003173
MI0003182	MI0003179
MI0003182	MI0003176
MI0003182	MI0003147
MI0003182	MI0003160
MI0003182	MI0003144
MI0003182	MI0003162
MI0003146	MI0003161
MI0003146	MI0003151
MI0003146	MI0003178
MI0003146	MI0003167
MI0003146	MI0003169
MI0003146	MI0003177
MI0003146	MI0003148
MI0003146	MI0003150
MI0003146	MI0003163
MI0003146	MI0003158
MI0003146	MI0003171
MI0003146	MI0003165
MI0003146	MI0003145
MI0003146	MI0003153
MI0003146	MI0003168
MI0003146	MI0003149
MI0003146	MI0003173
MI0003146	MI0003179
MI0003146	MI0003176
MI0003146	MI0003147
MI0003146	MI0003160
MI0003146	MI0003144
MI0003146	MI0003162
MI0003161	MI0003151
MI0003161	MI0003178
MI0003161	MI0003167
MI0003161	MI0003169
MI0003161	MI0003177
MI0003161	MI0003148
MI0003161	MI0003150
MI0003161	MI0003163
MI0003161	MI0003158
MI0003161	MI0003171
MI0003161	MI0003165
MI0003161	MI0003145
MI0003161	MI0003153
MI0003161	MI0003168
MI0003161	MI0003149
MI0003161	MI0003173
MI0003161	MI0003179
MI0003161	MI0003176
MI0003161	MI0003147
MI0003161	MI0003160
MI0003161	MI0003144
MI0003161	MI0003162
MI0003151	MI0003178
MI0003151	MI0003167
MI0003151	MI0003169
MI0003151	MI0003177
MI0003151	MI0003148
MI0003151	MI0003150
MI0003151	MI0003163
MI0003151	MI0003158
MI0003151	MI0003171
MI0003151	MI0003165
MI0003151	MI0003145
MI0003151	MI0003153
MI0003151	MI0003168
MI0003151	MI0003149
MI0003151	MI0003173
MI0003151	MI0003179
MI0003151	MI0003176
MI0003151	MI0003147
MI0003151	MI0003160
MI0003151	MI0003144
MI0003151	MI0003162
MI0003178	MI0003167
MI0003178	MI0003169
MI0003178	MI0003177
MI0003178	MI0003148
MI0003178	MI0003150
MI0003178	MI0003163
MI0003178	MI0003158
MI0003178	MI0003171
MI0003178	MI0003165
MI0003178	MI0003145
MI0003178	MI0003153
MI0003178	MI0003168
MI0003178	MI0003149
MI0003178	MI0003173
MI0003178	MI0003179
MI0003178	MI0003176
MI0003178	MI0003147
MI0003178	MI0003160
MI0003178	MI0003144
MI0003178	MI0003162
MI0003167	MI0003169
MI0003167	MI0003177
MI0003167	MI0003148
MI0003167	MI0003150
MI0003167	MI0003163
MI0003167	MI0003158
MI0003167	MI0003171
MI0003167	MI0003165
MI0003167	MI0003145
MI0003167	MI0003153
MI0003167	MI0003168
MI0003167	MI0003149
MI0003167	MI0003173
MI0003167	MI0003179
MI0003167	MI0003176
MI0003167	MI0003147
MI0003167	MI0003160
MI0003167	MI0003144
MI0003167	MI0003162
MI0003169	MI0003177
MI0003169	MI0003148
MI0003169	MI0003150
MI0003169	MI0003163
MI0003169	MI0003158
MI0003169	MI0003171
MI0003169	MI0003165
MI0003169	MI0003145
MI0003169	MI0003153
MI0003169	MI0003168
MI0003169	MI0003149
MI0003169	MI0003173
MI0003169	MI0003179
MI0003169	MI0003176
MI0003169	MI0003147
MI0003169	MI0003160
MI0003169	MI0003144
MI0003169	MI0003162
MI0003177	MI0003148
MI0003177	MI0003150
MI0003177	MI0003163
MI0003177	MI0003158
MI0003177	MI0003171
MI0003177	MI0003165
MI0003177	MI0003145
MI0003177	MI0003153
MI0003177	MI0003168
MI0003177	MI0003149
MI0003177	MI0003173
MI0003177	MI0003179
MI0003177	MI0003176
MI0003177	MI0003147
MI0003177	MI0003160
MI0003177	MI0003144
MI0003177	MI0003162
MI0003148	MI0003150
MI0003148	MI0003163
MI0003148	MI0003158
MI0003148	MI0003171
MI0003148	MI0003165
MI0003148	MI0003145
MI0003148	MI0003153
MI0003148	MI0003168
MI0003148	MI0003149
MI0003148	MI0003173
MI0003148	MI0003179
MI0003148	MI0003176
MI0003148	MI0003147
MI0003148	MI0003160
MI0003148	MI0003144
MI0003148	MI0003162
MI0003150	MI0003163
MI0003150	MI0003158
MI0003150	MI0003171
MI0003150	MI0003165
MI0003150	MI0003145
MI0003150	MI0003153
MI0003150	MI0003168
MI0003150	MI0003149
MI0003150	MI0003173
MI0003150	MI0003179
MI0003150	MI0003176
MI0003150	MI0003147
MI0003150	MI0003160
MI0003150	MI0003144
MI0003150	MI0003162
MI0003163	MI0003158
MI0003163	MI0003171
MI0003163	MI0003165
MI0003163	MI0003145
MI0003163	MI0003153
MI0003163	MI0003168
MI0003163	MI0003149
MI0003163	MI0003173
MI0003163	MI0003179
MI0003163	MI0003176
MI0003163	MI0003147
MI0003163	MI0003160
MI0003163	MI0003144
MI0003163	MI0003162
MI0003158	MI0003171
MI0003158	MI0003165
MI0003158	MI0003145
MI0003158	MI0003153
MI0003158	MI0003168
MI0003158	MI0003149
MI0003158	MI0003173
MI0003158	MI0003179
MI0003158	MI0003176
MI0003158	MI0003147
MI0003158	MI0003160
MI0003158	MI0003144
MI0003158	MI0003162
MI0003171	MI0003165
MI0003171	MI0003145
MI0003171	MI0003153
MI0003171	MI0003168
MI0003171	MI0003149
MI0003171	MI0003173
MI0003171	MI0003179
MI0003171	MI0003176
MI0003171	MI0003147
MI0003171	MI0003160
MI0003171	MI0003144
MI0003171	MI0003162
MI0003165	MI0003145
MI0003165	MI0003153
MI0003165	MI0003168
MI0003165	MI0003149
MI0003165	MI0003173
MI0003165	MI0003179
MI0003165	MI0003176
MI0003165	MI0003147
MI0003165	MI0003160
MI0003165	MI0003144
MI0003165	MI0003162
MI0003145	MI0003153
MI0003145	MI0003168
MI0003145	MI0003149
MI0003145	MI0003173
MI0003145	MI0003179
MI0003145	MI0003176
MI0003145	MI0003147
MI0003145	MI0003160
MI0003145	MI0003144
MI0003145	MI0003162
MI0003153	MI0003168
MI0003153	MI0003149
MI0003153	MI0003173
MI0003153	MI0003179
MI0003153	MI0003176
MI0003153	MI0003147
MI0003153	MI0003160
MI0003153	MI0003144
MI0003153	MI0003162
MI0003168	MI0003149
MI0003168	MI0003173
MI0003168	MI0003179
MI0003168	MI0003176
MI0003168	MI0003147
MI0003168	MI0003160
